1,0.114345,0.863413,0.000001,0.275407,0.882177,-0.008511,0.369814,0.795075,0.006335,0.377506,0.690533,0.025733,0.345673,0.624380,0.050338,0.343270,0.545416,-0.005296,0.383926,0.355694,0.004199,0.395018,0.248798,0.014016,0.399581,0.164900,0.022985,0.254536,0.491543,0.007260,0.303529,0.304443,0.017558,0.338573,0.189198,0.024481,0.353968,0.113342,0.031483,0.177209,0.487220,0.021993,0.228610,0.411500,0.034864,0.256352,0.466100,0.040965,0.257206,0.527703,0.050865,0.111201,0.512762,0.035398,0.167773,0.486931,0.057460,0.189818,0.522477,0.071956,0.195659,0.573297,0.085739
1,0.090492,0.820267,0.000001,0.251109,0.844463,-0.001849,0.348937,0.761838,0.022971,0.364863,0.665357,0.053194,0.332826,0.606879,0.089779,0.324194,0.502420,0.017252,0.364173,0.325190,0.039974,0.376208,0.221542,0.056337,0.379412,0.140739,0.068558,0.239994,0.452075,0.034997,0.287711,0.273917,0.058829,0.319520,0.166024,0.071924,0.330922,0.094689,0.081909,0.167073,0.451494,0.054928,0.220700,0.383839,0.080715,0.252329,0.437622,0.088962,0.256652,0.497180,0.098360,0.105431,0.477956,0.073968,0.163839,0.451285,0.104861,0.188220,0.485277,0.119396,0.197358,0.535858,0.131785
1,0.041482,0.767157,0.000001,0.198886,0.792904,0.011882,0.285724,0.717194,0.046886,0.299563,0.624348,0.085947,0.268210,0.567440,0.132431,0.262495,0.469963,0.039621,0.303365,0.297345,0.072788,0.319186,0.203603,0.097377,0.326437,0.130686,0.115053,0.180831,0.419603,0.057067,0.232478,0.249397,0.088387,0.266332,0.148955,0.109249,0.277666,0.082593,0.125240,0.108534,0.423759,0.077358,0.154011,0.359074,0.111230,0.175823,0.413979,0.127029,0.173802,0.474790,0.141808,0.046292,0.456051,0.097922,0.094845,0.430326,0.136731,0.112846,0.461371,0.155868,0.117969,0.511175,0.171162
1,0.011445,0.753431,0.000000,0.154511,0.784749,0.016268,0.238681,0.717322,0.065505,0.260803,0.645690,0.120470,0.245278,0.591719,0.184182,0.227546,0.455692,0.062805,0.267291,0.294242,0.109148,0.283106,0.205380,0.143937,0.288872,0.140385,0.169451,0.150778,0.408692,0.082563,0.202416,0.242860,0.125827,0.234422,0.150539,0.152533,0.245802,0.093627,0.173543,0.084070,0.411967,0.103180,0.131648,0.355962,0.136336,0.154801,0.418403,0.140606,0.156986,0.477368,0.149976,0.026804,0.435844,0.125508,0.075455,0.414063,0.155920,0.092524,0.453811,0.161914,0.096339,0.506694,0.169476
1,0.065075,0.751166,0.000001,0.210442,0.792044,-0.000426,0.303539,0.734688,0.024350,0.330311,0.660251,0.052275,0.315973,0.606268,0.085859,0.297511,0.464805,0.024558,0.339802,0.296218,0.045144,0.355581,0.200718,0.061606,0.362814,0.127851,0.074805,0.220007,0.412297,0.036823,0.268911,0.247184,0.058010,0.301799,0.147723,0.069980,0.313318,0.085913,0.080739,0.148388,0.409487,0.049600,0.192202,0.355517,0.065177,0.210536,0.410676,0.067551,0.206701,0.466960,0.076100,0.084789,0.432435,0.062033,0.131641,0.424849,0.081247,0.145559,0.461455,0.089302,0.146390,0.507968,0.099263
1,0.148317,0.743392,0.000001,0.314303,0.792889,0.011702,0.410746,0.722714,0.058509,0.424144,0.638426,0.110127,0.394862,0.585242,0.169477,0.405504,0.455873,0.069197,0.446187,0.296232,0.117858,0.460884,0.204807,0.152324,0.465913,0.134701,0.176638,0.323039,0.399754,0.091037,0.372088,0.241977,0.135445,0.404877,0.145894,0.160837,0.414409,0.084731,0.180855,0.251928,0.399885,0.113247,0.302688,0.356797,0.147935,0.323253,0.417577,0.153590,0.319345,0.473095,0.163794,0.188828,0.420729,0.136427,0.246228,0.405029,0.168724,0.260021,0.437360,0.177692,0.261358,0.485354,0.187383
1,0.156875,0.752204,0.000000,0.324914,0.800455,0.026150,0.419891,0.730692,0.086762,0.434209,0.653707,0.151086,0.411052,0.602344,0.224522,0.425969,0.462871,0.102276,0.462956,0.304041,0.162050,0.480919,0.214409,0.202162,0.486924,0.148017,0.230567,0.345943,0.409519,0.124667,0.393080,0.244168,0.182512,0.425696,0.151433,0.216164,0.435149,0.090551,0.242288,0.273175,0.409976,0.146773,0.322124,0.359064,0.193106,0.337630,0.426158,0.204460,0.333454,0.485896,0.218631,0.208466,0.432664,0.170717,0.262440,0.413735,0.210014,0.271722,0.451145,0.220496,0.271046,0.500007,0.231697
1,0.169615,0.771883,0.000001,0.329308,0.830169,0.008592,0.429085,0.763670,0.045912,0.442678,0.673829,0.087163,0.416566,0.619266,0.135412,0.432556,0.505424,0.051022,0.475048,0.345808,0.087136,0.488607,0.252185,0.113329,0.494037,0.183167,0.132393,0.351196,0.447081,0.067682,0.400424,0.283059,0.097859,0.433970,0.186923,0.115285,0.448360,0.123110,0.130057,0.276220,0.442801,0.085596,0.323166,0.388881,0.107396,0.339520,0.440966,0.113570,0.334040,0.493997,0.125460,0.211165,0.464168,0.104324,0.262474,0.453508,0.132667,0.278710,0.486955,0.146150,0.282944,0.533640,0.159219
1,0.246880,0.747581,0.000001,0.415198,0.813296,0.015247,0.516065,0.746904,0.067325,0.523926,0.657588,0.122198,0.491465,0.597274,0.182391,0.528591,0.471024,0.092881,0.566845,0.311847,0.149994,0.582121,0.217495,0.186688,0.589442,0.148140,0.211905,0.447513,0.408011,0.112766,0.489476,0.249348,0.171679,0.523805,0.154520,0.197263,0.538366,0.096089,0.215126,0.372198,0.407979,0.130976,0.409970,0.374890,0.167824,0.422748,0.447313,0.158136,0.416384,0.512834,0.157207,0.302270,0.424675,0.151191,0.346207,0.428061,0.176795,0.356078,0.470836,0.172076,0.357900,0.521964,0.171912
1,0.278623,0.723619,0.000000,0.452020,0.788553,0.036881,0.547278,0.723060,0.110152,0.557760,0.641093,0.186173,0.527550,0.585299,0.269710,0.560659,0.440867,0.139862,0.598870,0.284442,0.220662,0.615971,0.192038,0.272112,0.620768,0.130916,0.307847,0.474090,0.383373,0.163553,0.518913,0.220394,0.248627,0.552013,0.128504,0.289077,0.564991,0.071207,0.316258,0.398619,0.385522,0.185906,0.441491,0.338020,0.246162,0.455229,0.409936,0.243960,0.450981,0.474048,0.246200,0.329206,0.405538,0.211876,0.378774,0.387224,0.253844,0.390874,0.429974,0.253366,0.392709,0.486282,0.254928
